Text Date,Value Date,Zip Code,Water Use,Power Use
Sep_2011,Sep-11,"91325
(34.23588364000045, -118.5210581879997)",42.56,700
Oct_2011,Oct-11,"91325
(34.23588364000045, -118.5210581879997)",40.08,711
Nov_2011,Nov-11,"91325
(34.23588364000045, -118.5210581879997)",28.96,578
Dec_2011,Dec-11,"91325
(34.23588364000045, -118.5210581879997)",29.53,594
Jan_2012,Jan-12,"91325
(34.23588364000045, -118.5210581879997)",30.09,551
Feb_2012,Feb-12,"91325
(34.23588364000045, -118.5210581879997)",29.13,514
Mar_2012,Mar-12,"91325
(34.23588364000045, -118.5210581879997)",30.09,541
Apr_2012,Apr-12,"91325
(34.23588364000045, -118.5210581879997)",29.52,525
May_2012,May-12,"91325
(34.23588364000045, -118.5210581879997)",41.13,613
Jun_2012,Jun-12,"91325
(34.23588364000045, -118.5210581879997)",41.39,616
Jul_2012,Jul-12,"91325
(34.23588364000045, -118.5210581879997)",33.33,929
Aug_2012,Aug-12,"91325
(34.23588364000045, -118.5210581879997)",33.02,924
Sep_2012,Sep-12,"91325
(34.23588364000045, -118.5210581879997)",28.97,792
Oct_2012,Oct-12,"91325
(34.23588364000045, -118.5210581879997)",28.68,797
Nov_2012,Nov-12,"91325
(34.23588364000045, -118.5210581879997)",16.79,562
Dec_2013,Dec-12,"91325
(34.23588364000045, -118.5210581879997)",17.3,579
Jan_2013,Jan-13,"91325
(34.23588364000045, -118.5210581879997)",17.27,575
Feb_2013,Feb-13,"91325
(34.23588364000045, -118.5210581879997)",15.55,520
Mar_2013,Mar-13,"91325
(34.23588364000045, -118.5210581879997)",22.23,489
Apr_2013,Apr-13,"91325
(34.23588364000045, -118.5210581879997)",21.86,472
May_2013,May-13,"91325
(34.23588364000045, -118.5210581879997)",29.83,647
Jun_2013,Jun-13,"91325
(34.23588364000045, -118.5210581879997)",27.97,612
Jul_2005,Jul-05,"91326
(34.27493220500048, -118.55013931099973)",43.67,1208
Aug_2005,Aug-05,"91326
(34.27493220500048, -118.55013931099973)",44.93,1307
Sep_2005,Sep-05,"91326
(34.27493220500048, -118.55013931099973)",36.63,857
Oct_2005,Oct-05,"91326
(34.27493220500048, -118.55013931099973)",35,807
Nov_2005,Nov-05,"91326
(34.27493220500048, -118.55013931099973)",28.18,761
Dec_2005,Dec-05,"91326
(34.27493220500048, -118.55013931099973)",28.01,785
Jan_2006,Jan-06,"91326
(34.27493220500048, -118.55013931099973)",26.51,750
Feb_2006,Feb-06,"91326
(34.27493220500048, -118.55013931099973)",23.1,667
Mar_2006,Mar-06,"91326
(34.27493220500048, -118.55013931099973)",21.37,735
Apr_2006,Apr-06,"91326
(34.27493220500048, -118.55013931099973)",20.26,710
May_2006,May-06,"91326
(34.27493220500048, -118.55013931099973)",34.96,995
Jun_2006,Jun-06,"91326
(34.27493220500048, -118.55013931099973)",38.69,1044
Jul_2006,Jul-06,"91326
(34.27493220500048, -118.55013931099973)",45.59,1304
Aug_2006,Aug-06,"91326
(34.27493220500048, -118.55013931099973)",47.8,1374
Sep_2006,Sep-06,"91326
(34.27493220500048, -118.55013931099973)",41.15,919
Oct_2006,Oct-06,"91326
(34.27493220500048, -118.55013931099973)",40.51,852
Nov_2006,Nov-06,"91326
(34.27493220500048, -118.55013931099973)",31.84,765
Dec_2006,Dec-06,"91326
(34.27493220500048, -118.55013931099973)",31.23,783
Jan_2007,Jan-07,"91326
(34.27493220500048, -118.55013931099973)",27.59,760
Feb_2007,Feb-07,"91326
(34.27493220500048, -118.55013931099973)",23.12,678
Mar_2007,Mar-07,"91326
(34.27493220500048, -118.55013931099973)",30.15,726
Apr_2007,Apr-07,"91326
(34.27493220500048, -118.55013931099973)",31.09,694
May_2007,May-07,"91326
(34.27493220500048, -118.55013931099973)",39.87,917
Jun_2007,Jun-07,"91326
(34.27493220500048, -118.55013931099973)",40.99,939
Jul_2007,Jul-07,"91326
(34.27493220500048, -118.55013931099973)",44.41,1188
Aug_2007,Aug-07,"91326
(34.27493220500048, -118.55013931099973)",44.87,1253
Sep_2007,Sep-07,"91326
(34.27493220500048, -118.55013931099973)",37.06,851
Oct_2007,Oct-07,"91326
(34.27493220500048, -118.55013931099973)",36.71,805
Nov_2007,Nov-07,"91326
(34.27493220500048, -118.55013931099973)",27.26,766
Dec_2007,Dec-07,"91326
(34.27493220500048, -118.55013931099973)",25.67,793
Jan_2008,Jan-08,"91326
(34.27493220500048, -118.55013931099973)",22.3,747
Feb_2008,Feb-08,"91326
(34.27493220500048, -118.55013931099973)",19.01,681
Mar_2008,Mar-08,"91326
(34.27493220500048, -118.55013931099973)",28.75,720
Apr_2008,Apr-08,"91326
(34.27493220500048, -118.55013931099973)",32.53,696
May_2008,May-08,"91326
(34.27493220500048, -118.55013931099973)",38.53,969
Jun_2008,Jun-08,"91326
(34.27493220500048, -118.55013931099973)",38.22,1008
Jul_2008,Jul-08,"91326
(34.27493220500048, -118.55013931099973)",42.99,1177
Aug_2008,Aug-08,"91326
(34.27493220500048, -118.55013931099973)",43.44,1223
Sep_2008,Sep-08,"91326
(34.27493220500048, -118.55013931099973)",37.63,940
Oct_2008,Oct-08,"91326
(34.27493220500048, -118.55013931099973)",37.67,919
Nov_2008,Nov-08,"91326
(34.27493220500048, -118.55013931099973)",26.76,771
Dec_2008,Dec-08,"91326
(34.27493220500048, -118.55013931099973)",24.63,775
Jan_2009,Jan-09,"91326
(34.27493220500048, -118.55013931099973)",22.11,728
Feb_2009,Feb-09,"91326
(34.27493220500048, -118.55013931099973)",18.48,641
Mar_2009,Mar-09,"91326
(34.27493220500048, -118.55013931099973)",25.16,701
Apr_2009,Apr-09,"91326
(34.27493220500048, -118.55013931099973)",27.9,675
May_2009,May-09,"91326
(34.27493220500048, -118.55013931099973)",31,811
Jun_2009,Jun-09,"91326
(34.27493220500048, -118.55013931099973)",30.04,815
Jul_2009,Jul-09,"91326
(34.27493220500048, -118.55013931099973)",33.44,1111
Aug_2009,Aug-09,"91326
(34.27493220500048, -118.55013931099973)",34.55,1207
Sep_2009,Sep-09,"91326
(34.27493220500048, -118.55013931099973)",30.77,919
Oct_2009,Oct-09,"91326
(34.27493220500048, -118.55013931099973)",30.02,902
Nov_2009,Nov-09,"91326
(34.27493220500048, -118.55013931099973)",23.24,735
Dec_2009,Dec-09,"91326
(34.27493220500048, -118.55013931099973)",21.96,732
Jan_2010,Jan-10,"91326
(34.27493220500048, -118.55013931099973)",16.24,704
Feb_2010,Feb-10,"91326
(34.27493220500048, -118.55013931099973)",12.43,626
Mar_2010,Mar-10,"91326
(34.27493220500048, -118.55013931099973)",19.75,662
Apr_2010,Apr-10,"91326
(34.27493220500048, -118.55013931099973)",22.17,628
May_2010,May-10,"91326
(34.27493220500048, -118.55013931099973)",27.94,714
Jun_2010,Jun-10,"91326
(34.27493220500048, -118.55013931099973)",29.25,710
Jul_2010,Jul-10,"91326
(34.27493220500048, -118.55013931099973)",32.89,971
Aug_2010,Aug-10,"91326
(34.27493220500048, -118.55013931099973)",34.25,1055
Sep_2010,Sep-10,"91326
(34.27493220500048, -118.55013931099973)",28.39,853
Oct_2010,Oct-10,"91326
(34.27493220500048, -118.55013931099973)",26.21,838
Nov_2010,Nov-10,"91326
(34.27493220500048, -118.55013931099973)",19.2,734
Dec_2010,Dec-10,"91326
(34.27493220500048, -118.55013931099973)",17.61,743
Jan_2011,Jan-11,"91326
(34.27493220500048, -118.55013931099973)",19.66,700
Feb_2011,Feb-11,"91326
(34.27493220500048, -118.55013931099973)",17.69,618
Mar_2011,Mar-11,"91326
(34.27493220500048, -118.55013931099973)",20.69,668
Apr_2011,Apr-11,"91326
(34.27493220500048, -118.55013931099973)",22.17,642
May_2011,May-11,"91326
(34.27493220500048, -118.55013931099973)",27.79,736
Jun_2011,Jun-11,"91326
(34.27493220500048, -118.55013931099973)",28.46,733
Jul_2011,Jul-11,"91326
(34.27493220500048, -118.55013931099973)",33.53,963
Aug_2011,Aug-11,"91326
(34.27493220500048, -118.55013931099973)",34.64,1023
Sep_2011,Sep-11,"91326
(34.27493220500048, -118.55013931099973)",30.1,823
Oct_2011,Oct-11,"91326
(34.27493220500048, -118.55013931099973)",29.96,817
Nov_2011,Nov-11,"91326
(34.27493220500048, -118.55013931099973)",22.04,686
Dec_2011,Dec-11,"91326
(34.27493220500048, -118.55013931099973)",22.2,692
Jan_2012,Jan-12,"91326
(34.27493220500048, -118.55013931099973)",23.34,663
Feb_2012,Feb-12,"91326
(34.27493220500048, -118.55013931099973)",22.29,610
Mar_2012,Mar-12,"91326
(34.27493220500048, -118.55013931099973)",21.45,634
Apr_2012,Apr-12,"91326
(34.27493220500048, -118.55013931099973)",19.86,609
May_2012,May-12,"91326
(34.27493220500048, -118.55013931099973)",30.39,737
Jun_2012,Jun-12,"91326
(34.27493220500048, -118.55013931099973)",32.75,741
Jul_2012,Jul-12,"91326
(34.27493220500048, -118.55013931099973)",27.59,1118
Aug_2012,Aug-12,"91326
(34.27493220500048, -118.55013931099973)",28.23,1211
Sep_2012,Sep-12,"91326
(34.27493220500048, -118.55013931099973)",24.19,940
Oct_2012,Oct-12,"91326
(34.27493220500048, -118.55013931099973)",24.38,920
Nov_2012,Nov-12,"91326
(34.27493220500048, -118.55013931099973)",15.3,707
Dec_2013,Dec-12,"91326
(34.27493220500048, -118.55013931099973)",14.44,700
Jan_2013,Jan-13,"91326
(34.27493220500048, -118.55013931099973)",15.62,677
Feb_2013,Feb-13,"91326
(34.27493220500048, -118.55013931099973)",14.55,602
Mar_2013,Mar-13,"91326
(34.27493220500048, -118.55013931099973)",18.81,615
Apr_2013,Apr-13,"91326
(34.27493220500048, -118.55013931099973)",19.3,578
May_2013,May-13,"91326
(34.27493220500048, -118.55013931099973)",23.41,781
Jun_2013,Jun-13,"91326
(34.27493220500048, -118.55013931099973)",23.65,805
Jul_2005,Jul-05,"91330
(34.24341353500046, -118.5360962529997)",0,396
Aug_2005,Aug-05,"91330
(34.24341353500046, -118.5360962529997)",0,421
Sep_2005,Sep-05,"91330
(34.24341353500046, -118.5360962529997)",0,253
Oct_2005,Oct-05,"91330
(34.24341353500046, -118.5360962529997)",0,257
Nov_2005,Nov-05,"91330
(34.24341353500046, -118.5360962529997)",0,200
Dec_2005,Dec-05,"91330
(34.24341353500046, -118.5360962529997)",0,201
Jan_2006,Jan-06,"91330
(34.24341353500046, -118.5360962529997)",0,198
Feb_2006,Feb-06,"91330
(34.24341353500046, -118.5360962529997)",0,177
Mar_2006,Mar-06,"91330
(34.24341353500046, -118.5360962529997)",0,194
Apr_2006,Apr-06,"91330
(34.24341353500046, -118.5360962529997)",0,189
May_2006,May-06,"91330
(34.24341353500046, -118.5360962529997)",0,317
Jun_2006,Jun-06,"91330
(34.24341353500046, -118.5360962529997)",0,326
Jul_2006,Jul-06,"91330
(34.24341353500046, -118.5360962529997)",0,395
Aug_2006,Aug-06,"91330
(34.24341353500046, -118.5360962529997)",0,416
Sep_2006,Sep-06,"91330
(34.24341353500046, -118.5360962529997)",0,271
Oct_2006,Oct-06,"91330
(34.24341353500046, -118.5360962529997)",0,272
Nov_2006,Nov-06,"91330
(34.24341353500046, -118.5360962529997)",0,212
Dec_2006,Dec-06,"91330
(34.24341353500046, -118.5360962529997)",0,216
Jan_2007,Jan-07,"91330
(34.24341353500046, -118.5360962529997)",0,200
Feb_2007,Feb-07,"91330
(34.24341353500046, -118.5360962529997)",0,177
Mar_2007,Mar-07,"91330
(34.24341353500046, -118.5360962529997)",0,206
Apr_2007,Apr-07,"91330
(34.24341353500046, -118.5360962529997)",0,205
May_2007,May-07,"91330
(34.24341353500046, -118.5360962529997)",0,290
Jun_2007,Jun-07,"91330
(34.24341353500046, -118.5360962529997)",0,285
Jul_2007,Jul-07,"91330
(34.24341353500046, -118.5360962529997)",0,388
Aug_2007,Aug-07,"91330
(34.24341353500046, -118.5360962529997)",0,401
Sep_2007,Sep-07,"91330
(34.24341353500046, -118.5360962529997)",0,289
Oct_2007,Oct-07,"91330
(34.24341353500046, -118.5360962529997)",0,298
Nov_2007,Nov-07,"91330
(34.24341353500046, -118.5360962529997)",0,207
Dec_2007,Dec-07,"91330
(34.24341353500046, -118.5360962529997)",0,210
Jan_2008,Jan-08,"91330
(34.24341353500046, -118.5360962529997)",0,207
Feb_2008,Feb-08,"91330
(34.24341353500046, -118.5360962529997)",0,193
Mar_2008,Mar-08,"91330
(34.24341353500046, -118.5360962529997)",0,217
Apr_2008,Apr-08,"91330
(34.24341353500046, -118.5360962529997)",0,215
May_2008,May-08,"91330
(34.24341353500046, -118.5360962529997)",0,305
Jun_2008,Jun-08,"91330
(34.24341353500046, -118.5360962529997)",0,324
Jul_2008,Jul-08,"91330
(34.24341353500046, -118.5360962529997)",0,416
Aug_2008,Aug-08,"91330
(34.24341353500046, -118.5360962529997)",0,433
Sep_2008,Sep-08,"91330
(34.24341353500046, -118.5360962529997)",0,319
Oct_2008,Oct-08,"91330
(34.24341353500046, -118.5360962529997)",0,316
Nov_2008,Nov-08,"91330
(34.24341353500046, -118.5360962529997)",0,212
Dec_2008,Dec-08,"91330
(34.24341353500046, -118.5360962529997)",0,208
Jan_2009,Jan-09,"91330
(34.24341353500046, -118.5360962529997)",0,190
Feb_2009,Feb-09,"91330
(34.24341353500046, -118.5360962529997)",0,165
Mar_2009,Mar-09,"91330
(34.24341353500046, -118.5360962529997)",0,186
Apr_2009,Apr-09,"91330
(34.24341353500046, -118.5360962529997)",0,182
May_2009,May-09,"91330
(34.24341353500046, -118.5360962529997)",0,237
Jun_2009,Jun-09,"91330
(34.24341353500046, -118.5360962529997)",0,241
Jul_2009,Jul-09,"91330
(34.24341353500046, -118.5360962529997)",0,354
Aug_2009,Aug-09,"91330
(34.24341353500046, -118.5360962529997)",0,386
Sep_2009,Sep-09,"91330
(34.24341353500046, -118.5360962529997)",0,294
Oct_2009,Oct-09,"91330
(34.24341353500046, -118.5360962529997)",0,297
Nov_2009,Nov-09,"91330
(34.24341353500046, -118.5360962529997)",0,184
Dec_2009,Dec-09,"91330
(34.24341353500046, -118.5360962529997)",0,174
Jan_2010,Jan-10,"91330
(34.24341353500046, -118.5360962529997)",0,155
Feb_2010,Feb-10,"91330
(34.24341353500046, -118.5360962529997)",0,136
Mar_2010,Mar-10,"91330
(34.24341353500046, -118.5360962529997)",0,148
Apr_2010,Apr-10,"91330
(34.24341353500046, -118.5360962529997)",0,142
May_2010,May-10,"91330
(34.24341353500046, -118.5360962529997)",0,188
Jun_2010,Jun-10,"91330
(34.24341353500046, -118.5360962529997)",0,195
Jul_2010,Jul-10,"91330
(34.24341353500046, -118.5360962529997)",0,271
Aug_2010,Aug-10,"91330
(34.24341353500046, -118.5360962529997)",0,289
Sep_2010,Sep-10,"91330
(34.24341353500046, -118.5360962529997)",0,253
Oct_2010,Oct-10,"91330
(34.24341353500046, -118.5360962529997)",0,258
Nov_2010,Nov-10,"91330
(34.24341353500046, -118.5360962529997)",0,179
Dec_2010,Dec-10,"91330
(34.24341353500046, -118.5360962529997)",0,177
Jan_2011,Jan-11,"91330
(34.24341353500046, -118.5360962529997)",0,163
Feb_2011,Feb-11,"91330
(34.24341353500046, -118.5360962529997)",0,142
Mar_2011,Mar-11,"91330
(34.24341353500046, -118.5360962529997)",0,161
Apr_2011,Apr-11,"91330
(34.24341353500046, -118.5360962529997)",0,157
May_2011,May-11,"91330
(34.24341353500046, -118.5360962529997)",0,204
Jun_2011,Jun-11,"91330
(34.24341353500046, -118.5360962529997)",0,209
Jul_2011,Jul-11,"91330
(34.24341353500046, -118.5360962529997)",0,288
Aug_2011,Aug-11,"91330
(34.24341353500046, -118.5360962529997)",0,304
Sep_2011,Sep-11,"91330
(34.24341353500046, -118.5360962529997)",0,249
Oct_2011,Oct-11,"91330
(34.24341353500046, -118.5360962529997)",0,255
Nov_2011,Nov-11,"91330
(34.24341353500046, -118.5360962529997)",0,148
Dec_2011,Dec-11,"91330
(34.24341353500046, -118.5360962529997)",0,146
Jan_2012,Jan-12,"91330
(34.24341353500046, -118.5360962529997)",0,144
Feb_2012,Feb-12,"91330
(34.24341353500046, -118.5360962529997)",0,135
Mar_2012,Mar-12,"91330
(34.24341353500046, -118.5360962529997)",0,147
Apr_2012,Apr-12,"91330
(34.24341353500046, -118.5360962529997)",0,142
May_2012,May-12,"91330
(34.24341353500046, -118.5360962529997)",0,223
Jun_2012,Jun-12,"91330
(34.24341353500046, -118.5360962529997)",0,224
Jul_2012,Jul-12,"91330
(34.24341353500046, -118.5360962529997)",0,338
Aug_2012,Aug-12,"91330
(34.24341353500046, -118.5360962529997)",0,349
Sep_2012,Sep-12,"91330
(34.24341353500046, -118.5360962529997)",0,311
Oct_2012,Oct-12,"91330
(34.24341353500046, -118.5360962529997)",0,322
Nov_2012,Nov-12,"91330
(34.24341353500046, -118.5360962529997)",0,149
Dec_2013,Dec-12,"91330
(34.24341353500046, -118.5360962529997)",0,149
Jan_2013,Jan-13,"91330
(34.24341353500046, -118.5360962529997)",0,148
Feb_2013,Feb-13,"91330
(34.24341353500046, -118.5360962529997)",0,132
Mar_2013,Mar-13,"91330
(34.24341353500046, -118.5360962529997)",0,146
Apr_2013,Apr-13,"91330
(34.24341353500046, -118.5360962529997)",0,141
May_2013,May-13,"91330
(34.24341353500046, -118.5360962529997)",0,232
Jun_2013,Jun-13,"91330
(34.24341353500046, -118.5360962529997)",0,229
Jul_2005,Jul-05,"91331
(34.257261068000446, -118.41981955999972)",33.68,597
Aug_2005,Aug-05,"91331
(34.257261068000446, -118.41981955999972)",33.67,629
Sep_2005,Sep-05,"91331
(34.257261068000446, -118.41981955999972)",29.57,527
Oct_2005,Oct-05,"91331
(34.257261068000446, -118.41981955999972)",26.04,468
Nov_2005,Nov-05,"91331
(34.257261068000446, -118.41981955999972)",22.52,464
Dec_2005,Dec-05,"91331
(34.257261068000446, -118.41981955999972)",21.93,503
Jan_2006,Jan-06,"91331
(34.257261068000446, -118.41981955999972)",21.47,502
Feb_2006,Feb-06,"91331
(34.257261068000446, -118.41981955999972)",18.61,446
Mar_2006,Mar-06,"91331
(34.257261068000446, -118.41981955999972)",19.76,484
Apr_2006,Apr-06,"91331
(34.257261068000446, -118.41981955999972)",20.27,450
May_2006,May-06,"91331
(34.257261068000446, -118.41981955999972)",26.22,516
Jun_2006,Jun-06,"91331
(34.257261068000446, -118.41981955999972)",30.32,629
Jul_2006,Jul-06,"91331
(34.257261068000446, -118.41981955999972)",33.74,714
Aug_2006,Aug-06,"91331
(34.257261068000446, -118.41981955999972)",34,695
Sep_2006,Sep-06,"91331
(34.257261068000446, -118.41981955999972)",30.05,568
Oct_2006,Oct-06,"91331
(34.257261068000446, -118.41981955999972)",28.43,490
Nov_2006,Nov-06,"91331
(34.257261068000446, -118.41981955999972)",24.61,479
Dec_2006,Dec-06,"91331
(34.257261068000446, -118.41981955999972)",22.76,527
Jan_2007,Jan-07,"91331
(34.257261068000446, -118.41981955999972)",22.23,528
Feb_2007,Feb-07,"91331
(34.257261068000446, -118.41981955999972)",19.87,449
Mar_2007,Mar-07,"91331
(34.257261068000446, -118.41981955999972)",23.4,468
Apr_2007,Apr-07,"91331
(34.257261068000446, -118.41981955999972)",25.16,438
May_2007,May-07,"91331
(34.257261068000446, -118.41981955999972)",30.1,494
Jun_2007,Jun-07,"91331
(34.257261068000446, -118.41981955999972)",31.06,558
Jul_2007,Jul-07,"91331
(34.257261068000446, -118.41981955999972)",32.46,648
Aug_2007,Aug-07,"91331
(34.257261068000446, -118.41981955999972)",32.2,700
Sep_2007,Sep-07,"91331
(34.257261068000446, -118.41981955999972)",28.46,579
Oct_2007,Oct-07,"91331
(34.257261068000446, -118.41981955999972)",26.66,483
Nov_2007,Nov-07,"91331
(34.257261068000446, -118.41981955999972)",22.66,483
Dec_2007,Dec-07,"91331
(34.257261068000446, -118.41981955999972)",20.46,547
Jan_2008,Jan-08,"91331
(34.257261068000446, -118.41981955999972)",19.85,556
Feb_2008,Feb-08,"91331
(34.257261068000446, -118.41981955999972)",18.46,484
Mar_2008,Mar-08,"91331
(34.257261068000446, -118.41981955999972)",22.22,474
Apr_2008,Apr-08,"91331
(34.257261068000446, -118.41981955999972)",24.42,440
May_2008,May-08,"91331
(34.257261068000446, -118.41981955999972)",28.6,523
Jun_2008,Jun-08,"91331
(34.257261068000446, -118.41981955999972)",29.48,625
Jul_2008,Jul-08,"91331
(34.257261068000446, -118.41981955999972)",31.22,694
Aug_2008,Aug-08,"91331
(34.257261068000446, -118.41981955999972)",30.58,706
Sep_2008,Sep-08,"91331
(34.257261068000446, -118.41981955999972)",27.73,613
Oct_2008,Oct-08,"91331
(34.257261068000446, -118.41981955999972)",26.66,531
Nov_2008,Nov-08,"91331
(34.257261068000446, -118.41981955999972)",22.44,497
Dec_2008,Dec-08,"91331
(34.257261068000446, -118.41981955999972)",20,529
Jan_2009,Jan-09,"91331
(34.257261068000446, -118.41981955999972)",19.27,524
Feb_2009,Feb-09,"91331
(34.257261068000446, -118.41981955999972)",16.94,450
Mar_2009,Mar-09,"91331
(34.257261068000446, -118.41981955999972)",20.51,471
Apr_2009,Apr-09,"91331
(34.257261068000446, -118.41981955999972)",22.54,440
May_2009,May-09,"91331
(34.257261068000446, -118.41981955999972)",25.81,476
Jun_2009,Jun-09,"91331
(34.257261068000446, -118.41981955999972)",25.43,522
Jul_2009,Jul-09,"91331
(34.257261068000446, -118.41981955999972)",26.22,632
Aug_2009,Aug-09,"91331
(34.257261068000446, -118.41981955999972)",28.53,705
Sep_2009,Sep-09,"91331
(34.257261068000446, -118.41981955999972)",25.03,611
Oct_2009,Oct-09,"91331
(34.257261068000446, -118.41981955999972)",22.77,517
Nov_2009,Nov-09,"91331
(34.257261068000446, -118.41981955999972)",20.17,487
Dec_2009,Dec-09,"91331
(34.257261068000446, -118.41981955999972)",18.41,523
Jan_2010,Jan-10,"91331
(34.257261068000446, -118.41981955999972)",16.73,521
Feb_2010,Feb-10,"91331
(34.257261068000446, -118.41981955999972)",14.52,444
Mar_2010,Mar-10,"91331
(34.257261068000446, -118.41981955999972)",17.84,456
Apr_2010,Apr-10,"91331
(34.257261068000446, -118.41981955999972)",19.2,417
May_2010,May-10,"91331
(34.257261068000446, -118.41981955999972)",22.45,447
Jun_2010,Jun-10,"91331
(34.257261068000446, -118.41981955999972)",23.46,480
Jul_2010,Jul-10,"91331
(34.257261068000446, -118.41981955999972)",26.07,558
Aug_2010,Aug-10,"91331
(34.257261068000446, -118.41981955999972)",26.78,630
Sep_2010,Sep-10,"91331
(34.257261068000446, -118.41981955999972)",24.58,577
Oct_2010,Oct-10,"91331
(34.257261068000446, -118.41981955999972)",21.27,516
Nov_2010,Nov-10,"91331
(34.257261068000446, -118.41981955999972)",18.96,500
Dec_2010,Dec-10,"91331
(34.257261068000446, -118.41981955999972)",17.94,540
Jan_2011,Jan-11,"91331
(34.257261068000446, -118.41981955999972)",18.05,518
Feb_2011,Feb-11,"91331
(34.257261068000446, -118.41981955999972)",15.85,440
Mar_2011,Mar-11,"91331
(34.257261068000446, -118.41981955999972)",17.97,472
Apr_2011,Apr-11,"91331
(34.257261068000446, -118.41981955999972)",19.9,436
May_2011,May-11,"91331
(34.257261068000446, -118.41981955999972)",23.06,462
Jun_2011,Jun-11,"91331
(34.257261068000446, -118.41981955999972)",24.54,509
Jul_2011,Jul-11,"91331
(34.257261068000446, -118.41981955999972)",26.97,595
Aug_2011,Aug-11,"91331
(34.257261068000446, -118.41981955999972)",27.98,652
Sep_2011,Sep-11,"91331
(34.257261068000446, -118.41981955999972)",24.78,567
Oct_2011,Oct-11,"91331
(34.257261068000446, -118.41981955999972)",23.09,499
Nov_2011,Nov-11,"91331
(34.257261068000446, -118.41981955999972)",19.82,492
Dec_2011,Dec-11,"91331
(34.257261068000446, -118.41981955999972)",19.69,526
Jan_2012,Jan-12,"91331
(34.257261068000446, -118.41981955999972)",18.96,503
Feb_2012,Feb-12,"91331
(34.257261068000446, -118.41981955999972)",17.61,442
Mar_2012,Mar-12,"91331
(34.257261068000446, -118.41981955999972)",18.69,461
Apr_2012,Apr-12,"91331
(34.257261068000446, -118.41981955999972)",18.97,439
May_2012,May-12,"91331
(34.257261068000446, -118.41981955999972)",23.77,477
Jun_2012,Jun-12,"91331
(34.257261068000446, -118.41981955999972)",26.01,522
Jul_2012,Jul-12,"91331
(34.257261068000446, -118.41981955999972)",17.8,643
Aug_2012,Aug-12,"91331
(34.257261068000446, -118.41981955999972)",18.14,757
Sep_2012,Sep-12,"91331
(34.257261068000446, -118.41981955999972)",16.65,676
Oct_2012,Oct-12,"91331
(34.257261068000446, -118.41981955999972)",15.65,557
Nov_2012,Nov-12,"91331
(34.257261068000446, -118.41981955999972)",12.74,510
Dec_2013,Dec-12,"91331
(34.257261068000446, -118.41981955999972)",11.67,555
Jan_2013,Jan-13,"91331
(34.257261068000446, -118.41981955999972)",11.74,547
Feb_2013,Feb-13,"91331
(34.257261068000446, -118.41981955999972)",11.04,447
Mar_2013,Mar-13,"91331
(34.257261068000446, -118.41981955999972)",13.17,452
Apr_2013,Apr-13,"91331
(34.257261068000446, -118.41981955999972)",13.98,420
May_2013,May-13,"91331
(34.257261068000446, -118.41981955999972)",15.79,492
Jun_2013,Jun-13,"91331
(34.257261068000446, -118.41981955999972)",16.35,563
Jul_2005,Jul-05,"91335
(34.200180731000444, -118.54031959799971)",31.96,769
Aug_2005,Aug-05,"91335
(34.200180731000444, -118.54031959799971)",31.46,712
Sep_2005,Sep-05,"91335
(34.200180731000444, -118.54031959799971)",27.9,549
Oct_2005,Oct-05,"91335
(34.200180731000444, -118.54031959799971)",26.27,532
Nov_2005,Nov-05,"91335
(34.200180731000444, -118.54031959799971)",21.9,460
Dec_2005,Dec-05,"91335
(34.200180731000444, -118.54031959799971)",22.13,482
Jan_2006,Jan-06,"91335
(34.200180731000444, -118.54031959799971)",21.57,489
Feb_2006,Feb-06,"91335
(34.200180731000444, -118.54031959799971)",19.12,440
Mar_2006,Mar-06,"91335
(34.200180731000444, -118.54031959799971)",19.13,478
Apr_2006,Apr-06,"91335
(34.200180731000444, -118.54031959799971)",20.14,477
May_2006,May-06,"91335
(34.200180731000444, -118.54031959799971)",27.08,562
Jun_2006,Jun-06,"91335
(34.200180731000444, -118.54031959799971)",28.55,641
Jul_2006,Jul-06,"91335
(34.200180731000444, -118.54031959799971)",32.74,889
Aug_2006,Aug-06,"91335
(34.200180731000444, -118.54031959799971)",32.09,808
Sep_2006,Sep-06,"91335
(34.200180731000444, -118.54031959799971)",28.71,594
Oct_2006,Oct-06,"91335
(34.200180731000444, -118.54031959799971)",27.95,571
Nov_2006,Nov-06,"91335
(34.200180731000444, -118.54031959799971)",24.44,479
Dec_2006,Dec-06,"91335
(34.200180731000444, -118.54031959799971)",23.91,505
Jan_2007,Jan-07,"91335
(34.200180731000444, -118.54031959799971)",22.49,523
Feb_2007,Feb-07,"91335
(34.200180731000444, -118.54031959799971)",20.21,456
Mar_2007,Mar-07,"91335
(34.200180731000444, -118.54031959799971)",23.73,453
Apr_2007,Apr-07,"91335
(34.200180731000444, -118.54031959799971)",24.65,449
May_2007,May-07,"91335
(34.200180731000444, -118.54031959799971)",29.28,513
Jun_2007,Jun-07,"91335
(34.200180731000444, -118.54031959799971)",29.55,583
Jul_2007,Jul-07,"91335
(34.200180731000444, -118.54031959799971)",32.09,791
Aug_2007,Aug-07,"91335
(34.200180731000444, -118.54031959799971)",31.2,754
Sep_2007,Sep-07,"91335
(34.200180731000444, -118.54031959799971)",28.2,632
Oct_2007,Oct-07,"91335
(34.200180731000444, -118.54031959799971)",27.29,598
Nov_2007,Nov-07,"91335
(34.200180731000444, -118.54031959799971)",23.14,494
