Fund,Fund Name,Cash,Department Name,Fund Purpose,Sources of Funds,Eligible Uses,Fund Category,Ending Fund Balance,Assets,Liabilities,Grant Receivable Asset,Other Assets,Current Collected Revenue,Cash Disbursement,Outstanding Commitment,Date Fund Established,Fund Group Name,Fund Type Name,Council File Link,Fund Origin Council File #,Department,Fund Origin Ordinance #,Amending Ordinances,Code Section,Fund Origin Resolution,Amending Resolution,Currently on Budget,Replacement of GF Allowed,Any Overhead Costs Remitted to GF,Overhead Costs Reimbursement Eligibility,Interest to GF,Interest Reversion Eligibility,GF Reversion,Inactive Fund - Close,Contact,Phone,Email
915,Fire & Police Tier 5 Service P,$0.00,Pension,Fire and Police Tier 5 Service Pension Fund,City and employee contributions,Assets are held in trust for the exclusive benefit of Participants and their Beneficiaries. For payment of benefits to Fire and Police personnel.,Pension,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/01/2001,Fiduciary,Pension Trust,,,64,,,LAAC Section 4.2010,,,No,No,No,No,No,No,No,No,Yolanda Huang,(213) 978-4482,yolanda.huang@lafpp.com
916,Fire & Police Tier 5 General P,$0.00,Pension,Fire and Police Tier 5 General Pension Fund,City and employee contributions,Assets are held in trust for the exclusive benefit of Participants and their Beneficiaries. For payment of benefits to Fire and Police personnel.,Pension,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/01/2001,Fiduciary,Pension Trust,,,64,,,LAAC Section 4.2010,,,No,No,No,No,No,No,No,No,Yolanda Huang,(213) 978-4482,yolanda.huang@lafpp.com
917,Pico/Genessee Com Pocket Pk Tr,$115356.78,City Clerk,For the development of the Pico/Genessee Community Pocket Park,"All gifts, contributions, bequests, allocations or grants to the City for the purposes set forth in this chapter which exceed the sum $5,000 in value shall be submitted to the City Council for acceptance or rejection.",Expenditures from the Fund shall be authorized by the Councilmember representing Council District 10 or any other council district in which the Park may be located.,Recreation and Parks,$115356.78,$115356.78,$0.00,$0.00,$0.00,$281.28,$0.00,$0.00,04/25/2002,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-0801,01-0801,14,174466,,5.537,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
918,F&P Pen Excess Benefit Plan Fd,$0.00,Pension,Excess Benefit Plan for Fire Police Pensions,City and employee contributions,Assets are held in trust for the exclusive benefit of Participants and their Beneficiaries. For payment of supplemental benefits of certain employees under Fire and Police Pensions to the extent that such benefits are reduced by the limitations on benefits imposed by Section 415 of the Internal Revenue Code of 1986 as amended.,Pension,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/23/2003,Fiduciary,Pension Trust,,,64,,,LAAC 4.1800,,,No,No,No,No,Yes,Not Applicable,No,No,Yolanda Huang,(213) 978-4482,yolanda.huang@lafpp.com
920,Fire & Police Tier 6 Service Pension Fd,$0.00,Pension,Fire and Police Tier 6 Service Pension Fund,City and employee contributions,Assets are held in trust for the exclusive benefit of Participants and their Beneficiaries. For payment of benefits to Fire and Police personnel.,Pension,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,07/14/2011,Fiduciary,Pension Trust,,,64,,,"Charter Article XI, Section 1710",,,No,No,No,No,No,No,No,No,Yolanda Huang,(213) 978-4482,yolanda.huang@lafpp.com
921,Fire & Police Tier 6 General Pension Fd,$0.00,Pension,Fire and Police Tier 6 General Pension Fund,City and employee contributions,Assets are held in trust for the exclusive benefit of Participants and their Beneficiaries. For payment of benefits to Fire and Police personnel.,Pension,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,07/14/2011,Fiduciary,Pension Trust,,,64,,,"Charter Article XI, Section 1710",,,No,No,No,No,No,No,No,No,Yolanda Huang,(213) 978-4482,yolanda.huang@lafpp.com
922,WATER AND POWER ACTIVE EMPLOYEE HEALTHCARE BENEFITS FUND,$0.00,Water and Power,To record contributions and disbursements of active employee healthcare benefits,Dept. contributions and investment earnings,Active employees health benefits,Pension,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/02/2014,Fiduciary,Pension Trust,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=13-1627,13-1627,98,Not Applicable,Not Applicable,Not Applicable,14108,,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
980,General Long Term Debt Group,$0.00,Controller,To record long-term obligations for preparation of CAFR,,Not Applicable,General Government,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,06/30/1987,Governmental,General Long Term Debt Group,,,26,,,,,,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Kevin McNeely,(213) 978-7200,controller.galperin@lacity.org
A53,Gob Refunding Ser98A Debt Serv,$2311373.69,Office of Finance,For payment of principal and interest on General Obligation Bonds issued by the City,All money from the collection of property taxes for Series 1998-A Bonds shall be deposited into the Debt Service Fund,"For the purpose of paying the principal of, premium, if any, and interest on sale of bonds. When there are no longer outstanding bonds, money will be deposited into the General Fund, subject to Nonarbitrage Certificate conditions",Debt Service,$2311373.69,$2311373.69,$0.00,$0.00,$0.00,$605942.22,$11377800.00,$0.00,09/03/1998,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=98-1275,98-1275,39,172188,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A54,Gob Refunding Ser99A Debt Serv,$0.00,Office of Finance,For payment of principal and interest on General Obligation Bonds issued by the City,All money from the collection of property taxes for Series 1999-A Bonds shall be deposited into the Debt Service Fund,"For the purpose of paying the principal of, premium, if any, and interest on sale of bonds. When there are no longer outstanding bonds, money will be deposited into the General Fund, subject to Nonarbitrage Certificate conditions",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/22/1999,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=98-1257,98-1257,39,172541,,,,,No,No,No,No,Yes,Not Applicable,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A55,Gob Series 99B Debt Service Fd,$0.00,Office of Finance,For payment of principal and interest on General Obligation Bonds issued by the City,All money from the collection of property taxes for Series 1999-B Bonds shall be deposited into the Debt Service Fund,"For the purpose of paying the principal of, premium, if any, and interest on sale of bonds. When there are no longer outstanding bonds, money will be deposited into the General Fund, subject to Nonarbitrage Certificate conditions",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/20/1999,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=99-0600-S49,99-0600-S49,39,172748,,,,,No,No,No,No,Yes,Not Applicable,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A56,Gob Ser 2000-A Debt Service Fd,$0.00,Office of Finance,For payment of principal and interest on General Obligation Bonds issued by the City,All money from the collection of property taxes for Series 2000-B Bonds shall be deposited into the Debt Service Fund,"For the purpose of paying the principal of, premium, if any, and interest on sale of bonds. When there are no longer outstanding bonds, money will be deposited into the General Fund, subject to Nonarbitrage Certificate conditions",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/14/2000,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-1987,00-1987,39,173594,,,,,No,No,No,No,Yes,Not Applicable,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A58,Gob Series 2001A Debt Service,$0.00,Office of Finance,For payment of principal and interest on General Obligation Bonds issued by the City,All money from the collection of property taxes for Series 2001-A Bonds shall be deposited into the Debt Service Fund,"For the purpose of paying the principal of, premium, if any, and interest on sale of bonds. When there are no longer outstanding bonds, money will be deposited into the General Fund, subject to Nonarbitrage Certificate conditions",Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/02/2001,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-1440,01-1440,39,173133,,,,,No,No,No,No,Yes,Not Applicable,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A59,Gob Series 2002A Debt Service,$1943201.47,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund,Premium & accrued interest from sales of Series 2002A bonds and money from collections of property tx for 2002A,Remaining funds to be deposited into the City General Fund,Debt Service,$1943201.47,$1943201.47,$0.00,$0.00,$0.00,$0.00,$13454137.50,$0.00,06/12/2002,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=02-1038-S1,02-1038-S1,39,174628,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A60,Gob Rf Ser 2002B Debt Service,$811448.99,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund,Premium & accrued interest from sales of Series 2002A bonds and money from collections of property tx for 2002A,Remaining funds to be deposited into the City General Fund,Debt Service,$811448.99,$811448.99,$0.00,$0.00,$0.00,$0.00,$7615750.00,$0.00,06/12/2002,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=02-1038-S1,02-1038-S1,39,174628,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A61,Gob Series 2003A Debt Service,$0.00,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund,Premium & accrued interest from sales of Series 2002A bonds and money from collections of property tx for 2002A,Remaining funds to be deposited into the City General Fund,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/03/2003,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=03-1442,03-1442,39,175367,,,,,Yes,No,No,No,Yes,Not Applicable,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A62,Gob Rf Ser 2003B Debt Service,$0.00,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund,Premium & accrued interest from sales of Series 2002A bonds and money from collections of property tax for 2002A bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/03/2003,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=03-1442,03-1442,39,175367,,,,,Yes,No,No,No,Yes,Not Applicable,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A63,Gob Ser 2004A Debt Service,$2741140.98,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund," Accrued interest from sales of Series 2004A bonds and money from collections of property tax for 2004A bonds. Also,  Money remaining in the Construction  Fund ",Remaining funds to be deposited into the City General Fund,Debt Service,$2741140.98,$2741140.98,$0.00,$0.00,$0.00,$0.00,$18475625.00,$0.00,08/10/2004,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=04-1299,04-1299,39,176107,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A64,Gob Ser 2005A Debt Service,$1358284.05,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2005A bonds and money from collections of property tax for 2005A bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$1358284.05,$1358284.05,$0.00,$0.00,$0.00,$357263.21,$6593600.00,$0.00,08/04/2005,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,39,176839,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A65,Gob Ser 2005B Debt Service,$3372723.07,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2005B bonds and money from collections of property tax for 2005B bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$3372723.07,$3372723.07,$0.00,$0.00,$0.00,$1150490.42,$11853025.00,$0.00,08/04/2005,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=05-1408,05-1408,39,176839,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A66,Gob Ser 2006A Debt Service,$1081709.24,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2006A bonds and money from collections of property tax for 2006A bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$1081709.24,$1081709.24,$0.00,$0.00,$0.00,$291765.89,$4521318.75,$0.00,08/07/2006,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=06-0600-S37,06-0600-S37,39,177733,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A67,Gob Ser 2008A Debt Service,$1683656.80,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2008A bonds and money from collections of property tax for 2008A bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$1683656.80,$1683656.80,$0.00,$0.00,$0.00,$439447.99,$6716500.00,$0.00,08/04/2008,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=08-1706,08-1706,39,180090,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A68,Gob Ser 2009 Debt Service,$4107003.09,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2009 bonds and money from collections of property tax for 2009 bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$4107003.09,$4107003.09,$0.00,$0.00,$0.00,$1238600.79,$11922575.00,$0.00,07/30/2009,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=09-1674-S1,09-1674-S1,39,180808,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A69,Gob Ser 2011A Debt Service,$2238879.41,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2011A bonds and money from collections of property tax for 2011A bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$2238879.41,$2238879.41,$0.00,$0.00,$0.00,$554294.31,$8219250.00,$0.00,06/21/2011,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841,11-0841,39,181755,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A70,Gob Refundng Ser2011B Debt Ser,$5211492.74,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2011B bonds and money from collections of property tax for 2011B bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$5211492.74,$5211492.74,$0.00,$0.00,$0.00,$1612580.42,$21345800.00,$0.00,06/21/2011,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841,11-0841,39,181755,,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
A71,Gob Refundng Ser2012A Debt Ser,$3268902.14,Office of Finance,To pay principal and interest on the Bonds for the repayment of transfers from the City Reserve Fund, Accrued interest from sales of Series 2011C bonds and money from collections of property tax for 2011C bonds.,Remaining funds to be deposited into the City General Fund,Debt Service,$3268902.14,$3268902.14,$0.00,$0.00,$0.00,$1609841.06,$5602700.00,$0.00,06/21/2011,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0841,11-0841,39,181755,182055,,,,Yes,No,No,No,No,No,No,No,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
B04,Judgmt Obli Bd 2000A Debt Serv,$0.00,Office of Finance,"To pay principal  & premium, if any, and interest on the Bonds.",Accrued relating to the bonds at the time of issuance.,Remaining funds to be deposited into the City Reserve Fund,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/10/2000,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=97-1382,97-1382,39,173134,181179,,,,No,No,No,No,Yes,Not Applicable,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
B05,Judgmt Obli Bd 2000B Debt Serv,$0.00,Office of Finance,"To pay principal  & premium, if any, and interest on the Bonds.",Accrued interest relating to the bonds at the time of issuance.,Remaining funds to be deposited into the City Reserve Fund,Debt Service,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/14/2000,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=97-1382-S4,97-1382-S4,39,173440,181179,,,,No,No,No,No,Yes,Not Applicable,No,Yes,Tiffany Liaw,(213) 978-1742,tiffany.liaw@lacity.org
B06,Judgmt Obli Bd 2009A Debt Serv,$791.69,City Administrative Officer,"For the payment of principal of premium, if any, and interest on the bonds.","Judgment Obligation Bonds, Series 2009-A",Earnings shall be retained by fund until they are expended for debt service,Debt Service,$791.69,$791.69,$0.00,$0.00,$0.00,$220.45,$0.00,$0.00,06/11/2009,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=07-2893-S2,07-2893-S2,10,180678,,,,,Yes,No,No,No,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
B07,Judgmt Obli Bd 2010A Debt Serv,$1970.86,City Administrative Officer,"For the payment of principal of premium, if any, and interest on the bonds.","Judgment Obligation Bonds, Series 2010-A",Earnings shall be retained by fund until they are expended for debt service,Debt Service,$1970.86,$1970.86,$0.00,$0.00,$0.00,$547.73,$0.00,$0.00,07/03/2010,Governmental,Debt Service,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=09-0330,09-0330,10,181179,,,,,Yes,No,No,No,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
J03,Power Ref Iss Susf Ref Is 73,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12/11/1992,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,,Resolution 74,,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J09,Power Ref Iss Susp 2ND Iss1980,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,04/14/1993,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 and Resolution 4017,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J10,Ep Rev Bd 2NDISS93 Reserv Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,Required transfer to the Fiscal Agent for deposit in the Bond Service Fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/28/1993,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 4467,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J13,Elec Pl Ref Revbd Iss94 Res Fd,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,Required transfer to the Fiscal Agent for deposit in the Bond Service Fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/12/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 4491,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J15,"Elec Pl Revbds Iss94,Reserve",$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,Required transfer to the Fiscal Agent for deposit in the Bond Service Fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,02/02/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 4510,Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J16,Power Ref Iss Susp 2ND Iss1969,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/01/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J17,Power Ref Iss Susp 2ND Iss1978,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/01/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J18,Power Ref Iss Susp Fd Issue 79,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/01/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J22,Power Ref Iss Susp Iss Of 1974,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/18/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J23,Power Ref Iss Susp Iss Of 1969,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/18/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J24,Power Ref Iss Susp 4THISS Of70,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/18/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J25,Power Ref Iss Susp 2NDISS Of76,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/18/1994,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J2A,Pwr Syst Rb 2008 A Res Fund,$0.00,Water and Power,Monies from the Power Revenue Fund shall be placed in this fund,Power Revenue Fund,Required transfer to the Fiscal Agent for deposit in the Bond Service Fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/14/2008,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Resolution 4596, Supplemental 4801",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J2B,Pwr Syst Rb 2008 A Bd Ser Fund,$0.00,Water and Power,To pay for principal for the principal and interest payable on the outstanding bonds,"Sale of the Power System Revenue Bonds 2013, Series A",For upcoming principal and interest payments,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/14/2008,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,"Resolution 4596, Supplemental 4801",Not Applicable,No,No,No,No,No,No,No,No,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J31,Power Ref Iss Susp Fd Issue 76,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,07/22/1976,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
J32,Power Ref Iss Susp Fd 2ND Is71,$0.00,Water and Power,To hold refunds received by the Treasurer from unredeemed bond interest coupons ,Unredeemed bond interest coupons,If coupon is not redeemed within 3 years cash will be transferred to the applicable water or power revenue fund,Enterprise Fund,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,07/22/1976,Proprietary,Enterprise,,Not Applicable,98,Not Applicable,,Not Applicable,Resolution 74 ,Not Applicable,No,No,No,No,No,No,No,Yes,Philip Leiber,(213) 367-8755,phillip.leiber@ladwp.com
