ID NUMBER,FISCAL YEAR,DEPARTMENT NAME,VENDOR NAME,TRANSACTION DATE,DOLLAR AMOUNT,AUTHORITY,BUSINESS TAX REGISTRATION CERTIFICATE,GOVERNMENT ACTIVITY,FUND GROUP NAME,FUND TYPE,FUND NAME,FUND,ACCOUNT NAME,ACCOUNT CODE,TRANSACTION ID,EXPENDITURE TYPE,SETTLEMENT/JUDGMENT,FISCAL MONTH NUMBER,FISCAL YEAR-MONTH,FISCAL YEAR-QUARTER,CALENDAR MONTH NUMBER,CALENDAR MONTH/YEAR,CALENDAR MONTH,DATA SOURCE,AUTHORITY NAME,AUTHORITY LINK,DEPARTMENT NUMBER,PROGRAM,VENDOR ID,ZIP,PAYMENT METHOD,PAYMENT STATUS,INV NUM,INVOICE DUE DATE,INVOICE DISCOUNT DUE DATE,INV DATE,INV LINE,INVOICE DISTRIBUTION LINE,PO NUM,DESCRIPTION,DETAILED ITEM DESCRIPTION,UNIT PRICE,UNIT OF MEASURE,QUANTITY,SALES TAX PERCENT,SALES TAX,DISCOUNT,RECEIVER ID,PO DATE,PO LINE NUMBER,PROCUREMENT ORGANIZATION,BUYER NAME,SUPPLIER CITY,SUPPLIER COUNTRY,BU NAME,SITE LOCATION,ITEM CODE,ITEM CODE NAME,CURRENCY,VALUE OF SPEND,VENDOR NUM
421261,2015,AGING,NATIONAL ASSOCIATION OF AREA,08/18/2014,$1000.00,,6666666666,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,EFT26150000001140,SUPPLIES & OTHER SERVICES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,,,02,PROGRAM UNKNOWN,100003255,,EFT,PAID,GAX0215100020006,,,08/11/2014,1,1,GAEAE02AE15020001M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,1,,,,,,,,,,,100003255 - NATIONAL ASSOCIATION OF AREA
410568,2015,AGING,CALIFORNIA ASSOCIATION OF AREA,07/22/2014,$1000.00,,6666666666,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000004393,SUPPLIES & OTHER SERVICES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,,,02,PROGRAM UNKNOWN,100004910,95814,CHECK,PAID,GAX0215100020008,,,07/18/2014,3,3,GAEAE02AE15020003M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,3,,,,,,,,,,,100004910 - CALIFORNIA ASSOCIATION OF AREA
410571,2015,AGING,CALIFORNIA ASSOCIATION OF AREA,07/22/2014,$1000.00,,6666666666,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000004393,SUPPLIES & OTHER SERVICES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,,,02,PROGRAM UNKNOWN,100004910,95814,CHECK,PAID,GAX0215100020008,,,07/18/2014,6,6,GAEAE02AE15020003M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,6,,,,,,,,,,,100004910 - CALIFORNIA ASSOCIATION OF AREA
410570,2015,AGING,CALIFORNIA ASSOCIATION OF AREA,07/22/2014,$1000.00,,6666666666,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000004393,SUPPLIES & OTHER SERVICES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,,,02,PROGRAM UNKNOWN,100004910,95814,CHECK,PAID,GAX0215100020008,,,07/18/2014,5,5,GAEAE02AE15020003M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,5,,,,,,,,,,,100004910 - CALIFORNIA ASSOCIATION OF AREA
410569,2015,AGING,CALIFORNIA ASSOCIATION OF AREA,07/22/2014,$1000.00,,6666666666,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000004393,SUPPLIES & OTHER SERVICES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,,,02,PROGRAM UNKNOWN,100004910,95814,CHECK,PAID,GAX0215100020008,,,07/18/2014,4,4,GAEAE02AE15020003M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,4,,,,,,,,,,,100004910 - CALIFORNIA ASSOCIATION OF AREA
1547083,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/15/2014,$939.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02KAA8,EFT26150000002662,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020055,,,09/16/2014,2,4,GAE02CO14119666Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,5,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547083,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/15/2014,$939.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02KAA8,EFT26150000002662,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020055,,,09/16/2014,2,4,GAE02CO14119666Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,5,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547226,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$929.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02KAA1,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,1,GAE02CO14119600Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547226,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$929.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES III B,02KAA1,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,1,GAE02CO14119600Y,SOCIAL SERVICES III B,,,,,,,,,,1,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
421266,2015,AGING,PRIVACY-AGING,08/19/2014,$928.04,,,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,TRAVEL,002130,AD26150000010065,SUPPLIES & OTHER SERVICES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,,,02,PROGRAM UNKNOWN,PRIVACY-AGING,,CHECK,PAID,TEX0215100020013,,,08/18/2014,1,1,GAETL02TL150200006,TRAVEL,,,,,,,,,,1,,,,,,,,,,,PRIVACY-AGING - PRIVACY-AGING
434184,2015,AGING,ABM PARKING SERVICES INC,09/17/2014,$917.00,,0000439891,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000017603,SUPPLIES & OTHER SERVICES,,3,2015-03 (SEP),2015-01,9,"SEPTEMBER,2014",SEPTEMBER,FMS,,,02,PROGRAM UNKNOWN,100010292,90012,CHECK,PAID,GAX0215100020018,,,09/11/2014,2,2,GAEAE02AE15020004M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,2,,,,,,,,,,,100010292 - ABM PARKING SERVICES INC
434185,2015,AGING,ABM PARKING SERVICES INC,09/17/2014,$917.00,,0000439891,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000017603,SUPPLIES & OTHER SERVICES,,3,2015-03 (SEP),2015-01,9,"SEPTEMBER,2014",SEPTEMBER,FMS,,,02,PROGRAM UNKNOWN,100010292,90012,CHECK,PAID,GAX0215100020018,,,09/11/2014,3,3,GAEAE02AE15020004M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,3,,,,,,,,,,,100010292 - ABM PARKING SERVICES INC
434183,2015,AGING,ABM PARKING SERVICES INC,09/17/2014,$916.00,,0000439891,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,OFFICE AND ADMINISTRATIVE,006010,AD26150000017603,SUPPLIES & OTHER SERVICES,,3,2015-03 (SEP),2015-01,9,"SEPTEMBER,2014",SEPTEMBER,FMS,,,02,PROGRAM UNKNOWN,100010292,90012,CHECK,PAID,GAX0215100020018,,,09/11/2014,1,1,GAEAE02AE15020004M,OFFICE AND ADMINISTRATIVE,,,,,,,,,,1,,,,,,,,,,,100010292 - ABM PARKING SERVICES INC
1547078,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/15/2014,$899.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,EFT26150000002662,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020055,,,09/16/2014,1,1,GAE02CO14119666Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
1547078,2015,AGING,INTERNATIONAL INSTITUTE OF LOS ANGELES,10/15/2014,$899.00,CO119666,0000472223,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,EFT26150000002662,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,INTERNATIONAL INSTITUTE OF LA,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119666,02,SENIOR SERVICES,100005037,90031,EFT,PAID,GAX0215395020055,,,09/16/2014,1,1,GAE02CO14119666Y,CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100005037 - INTERNATIONAL INSTITUTE OF LOS ANGELES
434189,2015,AGING,CALIFORNIA ASSOCIATION OF AREA,09/15/2014,$885.00,,6666666666,COMMUNITY DEVELOPMENT,GOVERNMENTAL,GENERAL FUND,GENERAL FUND (GENERAL BUDGET),100,TRAVEL,002130,AD26150000016986,SUPPLIES & OTHER SERVICES,,3,2015-03 (SEP),2015-01,9,"SEPTEMBER,2014",SEPTEMBER,FMS,,,02,PROGRAM UNKNOWN,100004910,95814,CHECK,PAID,TEX0215100020015,,,09/09/2014,1,1,GAETL02TL150200008,TRAVEL,,,,,,,,,,3,,,,,,,,,,,100004910 - CALIFORNIA ASSOCIATION OF AREA
421276,2015,AGING,BET TZEDEK,08/14/2014,$822.00,CO119340,0000503721,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT FOR SENIORS,02KQ09,AD26150000009281,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,BET TZEDEK,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119340,02,SENIOR SERVICES,100004054,,CHECK,PAID,GAX0215395020020,,,07/30/2014,1,6,GAE02CO14119340Y,FAMILY CAREGIVER SUPPORT FOR SENIORS,,,,,,,,,,6,,,,,,,,,,,100004054 - BET TZEDEK
421282,2015,AGING,BET TZEDEK,08/18/2014,$821.00,CO119340,0000503721,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT FOR SENIORS,02KQ09,AD26150000009905,CONTRIBUTIONS TO OTHER AGENCIES,,2,2015-02 (AUG),2015-01,8,"AUGUST,2014",AUGUST   ,FMS,BET TZEDEK,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119340,02,SENIOR SERVICES,100004054,,CHECK,PAID,GAX0215395020024,,,07/30/2014,1,6,GAE02CO14119340Y,FAMILY CAREGIVER SUPPORT FOR SENIORS,,,,,,,,,,6,,,,,,,,,,,100004054 - BET TZEDEK
1547210,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$810.01,CO119670,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02KAA7,EFT26150000002375,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119670,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020037,,,09/11/2014,3,2,GAE02CO14119670Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547210,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$810.01,CO119670,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP CONGREGATE MEALS III C1,02KAA7,EFT26150000002375,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119670,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020037,,,09/11/2014,3,2,GAE02CO14119670Y,NSIP CONGREGATE MEALS III C1,,,,,,,,,,2,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
410633,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,07/09/2014,$780.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,SOCIAL SERVICES FOR SENIORS,02KQ01,AD26150000001407,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020007,,,06/13/2014,1,1,GAE02CO14119338Y,SOCIAL SERVICES FOR SENIORS,,,,,,,,,,10,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
434181,2015,AGING,"PARTNERS IN CARE FOUNDATION, INC.",09/17/2014,$777.00,CO123556,0000681522,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT PROGRAM III E,02KAA9,AD26150000017605,CONTRIBUTIONS TO OTHER AGENCIES,,3,2015-03 (SEP),2015-01,9,"SEPTEMBER,2014",SEPTEMBER,FMS,"PARTNERS IN CARE FOUNDATION, INC.",http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-123556,02,FAMILY CAREGIVER SERVICES,100016196,91340,CHECK,PAID,GAX0215395020031,,,08/25/2014,1,2,GAE02CO14123556Y,FAMILY CAREGIVER SUPPORT PROGRAM III E,,,,,,,,,,2,,,,,,,,,,,"100016196 - PARTNERS IN CARE FOUNDATION, INC."
1547229,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$773.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,C1 SPECIAL NUTRITION FUNDS,02KAA3,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,9,GAE02CO14119600Y,C1 SPECIAL NUTRITION FUNDS,,,,,,,,,,13,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
410663,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,07/15/2014,$773.00,CO124082,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,AD26150000002427,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124082,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX021542J020001,,,06/17/2014,1,4,GAE02CO15124082Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,4,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
410662,2015,AGING,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC,07/15/2014,$773.00,CO124082,0000503722,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,SENIOR HUMAN SERVICES PROGRAM,42J,EVIDENCE BASED PROGRAMS,02L340,AD26150000002427,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,SAN FERNANDO VALLEY INTERFAITH COUNCIL INC.,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-124082,02,SENIOR SERVICES,100002756,91302,CHECK,PAID,GAX021542J020001,,,06/17/2014,1,3,GAE02CO15124082Y,EVIDENCE BASED PROGRAMS,,,,,,,,,,3,,,,,,,,,,,100002756 - SAN FERNANDO VALLEY INTERFAITH COUNCIL INC
1547229,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$773.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,C1 SPECIAL NUTRITION FUNDS,02KAA3,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,9,GAE02CO14119600Y,C1 SPECIAL NUTRITION FUNDS,,,,,,,,,,13,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547207,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$757.01,CO119670,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02KAA8,EFT26150000002375,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119670,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020037,,,09/11/2014,2,4,GAE02CO14119670Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,4,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
1547207,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/06/2014,$757.01,CO119670,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02KAA8,EFT26150000002375,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119670,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020037,,,09/11/2014,2,4,GAE02CO14119670Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,4,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
410593,2015,AGING,ONEGENERATION,07/08/2014,$756.00,CO119601,0000611371,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,CONGREGATE MEALS III C1,02KAA2,AD26150000001171,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,ONEGENERATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119601,02,SENIOR SERVICES,100002398,91406,CHECK,PAID,GAX0215395020008,,,06/20/2014,2,7,GAE02CO14119601Y,CONGREGATE MEALS III C1,,,,,,,,,,13,,,,,,,,,,,100002398 - ONEGENERATION
410608,2015,AGING,SINGLE ROOM OCCUPANCY HOUSING CORP,07/23/2014,$720.00,CO119598,0000542016,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,NSIP HOME DELIVERED MEALS III C2,02KAA8,EFT26150000000584,CONTRIBUTIONS TO OTHER AGENCIES,,1,2015-01 (JUL),2015-01,7,"JULY,2014",JULY     ,FMS,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119598,02,SENIOR SERVICES,100006229,90017,EFT,PAID,GAX0215395020011,,,06/25/2014,2,4,GAE02CO14119598Y,NSIP HOME DELIVERED MEALS III C2,,,,,,,,,,5,,,,,,,,,,,100006229 - SINGLE ROOM OCCUPANCY HOUSING CORP
1547260,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/07/2014,$714.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT PROGRAM III E,02LA09,AD26150000021450,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020038,,,09/12/2014,1,5,GAE02CO15119338Y,FAMILY CAREGIVER SUPPORT PROGRAM III E,,,,,,,,,,8,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
1547260,2015,AGING,WILMINGTON JAYCEES FOUNDATION INC,10/07/2014,$714.00,CO119338,0000594548,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,FAMILY CAREGIVER SUPPORT PROGRAM III E,02LA09,AD26150000021450,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WILMINGTON JAYCEES FOUNDATION,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119338,02,SENIOR SERVICES,100004989,90744,CHECK,PAID,GAX0215395020038,,,09/12/2014,1,5,GAE02CO15119338Y,FAMILY CAREGIVER SUPPORT PROGRAM III E,,,,,,,,,,8,,,,,,,,,,,100004989 - WILMINGTON JAYCEES FOUNDATION INC
1547230,2015,AGING,WATTS LABOR COMMUNITY ACTION COMMITTEE,10/24/2014,$698.00,CO119600,0000297418,COMMUNITY DEVELOPMENT,GOVERNMENTAL,SPECIAL REVENUE,AREA PLAN FOR THE AGING TIT 7,395,C2 SPECIAL NUTRITION FUNDS,02KAA5,EFT26150000002808,CONTRIBUTIONS TO OTHER AGENCIES,,4,2015-04 (OCT),2015-02,10,"OCTOBER,2014",OCTOBER  ,FMS,WATTS LABOR  COMMUNITY ACTION COMMITTEE,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccon.viewrecord&contractnum=C-119600,02,SENIOR SERVICES,100002393,90059,EFT,PAID,GAX0215395020065,,,09/11/2014,1,10,GAE02CO14119600Y,C2 SPECIAL NUTRITION FUNDS,,,,,,,,,,14,,,,,,,,,,,100002393 - WATTS LABOR COMMUNITY ACTION COMMITTEE
